visibility,windBearing,temperature,date_time,dewPoint,pressure,apparentTemperature,windSpeed,humidity,id,energy
12.01,242,4.16,2013-12-26T14:00:00Z,2.41,998.44,1.21,3.39,0.88,MAC000002,0.192
11.06,223,4.09,2013-12-26T15:00:00Z,2.39,998.71,1.93,2.38,0.89,MAC000002,0.187
9.64,205,3.06,2013-12-26T16:00:00Z,1.91,998.96,1.07,2.03,0.92,MAC000002,0.187
9.33,205,3.04,2013-12-26T17:00:00Z,1.87,999.4,0.57,2.51,0.92,MAC000002,0.18600000000000003
10.96,194,3.8,2013-12-26T18:00:00Z,2.63,999.44,1.34,2.66,0.92,MAC000002,0.187
11.31,180,4.29,2013-12-26T19:00:00Z,3.01,999.23,1.49,3.22,0.91,MAC000002,0.187
13.87,177,4.41,2013-12-26T20:00:00Z,3.14,998.04,1.46,3.48,0.91,MAC000002,0.189
13.41,160,5.34,2013-12-26T21:00:00Z,3.75,996.92,2.49,3.63,0.89,MAC000002,0.191
12.79,176,6.98,2013-12-26T22:00:00Z,4.43,995.24,3.62,5.44,0.84,MAC000002,0.193
12.2,189,7.64,2013-12-26T23:00:00Z,4.66,993.88,3.61,7.99,0.81,MAC000002,0.194
12.05,180,7.88,2013-12-27T00:00:00Z,3.15,991.53,3.68,8.91,0.72,MAC000002,0.195
11.25,184,8.07,2013-12-27T01:00:00Z,4.63,989.4,3.71,9.78,0.79,MAC000002,0.194
8.19,186,8.23,2013-12-27T02:00:00Z,6.22,986.46,3.69,10.77,0.87,MAC000002,0.195
6.05,192,8.88,2013-12-27T03:00:00Z,7.72,985.04,4.52,10.95,0.92,MAC000002,0.196
7.1,193,9.97,2013-12-27T04:00:00Z,8.38,983.2,6.02,10.74,0.9,MAC000002,0.194
7.39,220,10.99,2013-12-27T05:00:00Z,9.52,983.15,10.99,10.64,0.91,MAC000002,0.192
10.15,218,10.75,2013-12-27T06:00:00Z,7.66,983.36,10.75,8.97,0.81,MAC000002,0.192
10.03,221,10.32,2013-12-27T07:00:00Z,6.67,983.05,10.32,9.21,0.78,MAC000002,0.193
10.03,226,10.41,2013-12-27T08:00:00Z,5.55,983.4,10.41,9.19,0.72,MAC000002,0.19
10.93,224,10.32,2013-12-27T09:00:00Z,4.11,984.01,10.32,9.36,0.65,MAC000002,0.191
11.36,228,10.33,2013-12-27T10:00:00Z,4.23,984.97,10.33,9.67,0.66,MAC000002,0.188
11.33,228,10.25,2013-12-27T11:00:00Z,4.08,985.55,10.25,9.62,0.66,MAC000002,0.187
11.09,230,10.33,2013-12-27T12:00:00Z,4.56,985.77,10.33,9.18,0.67,MAC000002,0.189
9.51,230,9.23,2013-12-27T13:00:00Z,5.27,986.18,5.38,9.16,0.76,MAC000002,0.191
12.13,228,9.71,2013-12-27T14:00:00Z,4.37,986.42,6.23,8.25,0.69,MAC000002,0.192
11.75,225,8.91,2013-12-27T15:00:00Z,4,986.99,5.61,6.75,0.71,MAC000002,0.189
12.76,221,9.12,2013-12-27T16:00:00Z,3.95,987.54,5.85,6.88,0.7,MAC000002,0.187
13.16,216,8.62,2013-12-27T17:00:00Z,3.11,988.01,5.32,6.49,0.68,MAC000002,0.738
15.3,217,7.87,2013-12-27T18:00:00Z,3.36,988.59,4.4,6.41,0.73,MAC000002,1.208
15.43,218,8.18,2013-12-27T19:00:00Z,3.01,989.26,5.01,5.82,0.7,MAC000002,0.934
15.32,218,7.68,2013-12-27T20:00:00Z,3.37,989.83,4.54,5.36,0.74,MAC000002,0.925
14.73,222,7.67,2013-12-27T21:00:00Z,3.67,990.19,4.71,4.93,0.76,MAC000002,0.925
13.44,219,7.47,2013-12-27T22:00:00Z,2.99,990.48,4.64,4.52,0.73,MAC000002,0.9430000000000001
13.86,228,7.47,2013-12-27T23:00:00Z,2.47,991.02,4.34,5.18,0.71,MAC000002,0.9359999999999999
13.58,232,6.57,2013-12-28T00:00:00Z,2.16,991.25,3.5,4.57,0.73,MAC000002,0.91
13.02,228,5.68,2013-12-28T01:00:00Z,1.26,991.4,2.81,3.8,0.73,MAC000002,0.71
13.28,228,5.55,2013-12-28T02:00:00Z,1.32,991.7,2.73,3.66,0.74,MAC000002,0.243
14.18,230,5.38,2013-12-28T03:00:00Z,1.29,992.26,2.52,3.67,0.75,MAC000002,0.201
14.18,224,5.3,2013-12-28T04:00:00Z,1.59,992.75,2.46,3.61,0.77,MAC000002,0.199
14.18,224,4.89,2013-12-28T05:00:00Z,1.15,993.18,1.68,4.09,0.77,MAC000002,0.196
14.18,227,4.71,2013-12-28T06:00:00Z,1.12,993.67,1.63,3.78,0.78,MAC000002,0.194
15.4,222,4.27,2013-12-28T07:00:00Z,1.42,994.35,1.22,3.59,0.82,MAC000002,0.195
14.93,218,4.31,2013-12-28T08:00:00Z,1.13,995.23,1.26,3.59,0.8,MAC000002,0.192
14.48,218,4.43,2013-12-28T09:00:00Z,1.34,996.6,1.39,3.62,0.8,MAC000002,0.24000000000000002
14.48,223,6.03,2013-12-28T10:00:00Z,1.84,997.48,3.06,4.13,0.74,MAC000002,0.21000000000000002
15.4,233,7.41,2013-12-28T11:00:00Z,2.29,997.85,4.68,4.27,0.7,MAC000002,1.129
13.62,239,7.67,2013-12-28T12:00:00Z,1.88,997.99,4.9,4.48,0.67,MAC000002,0.631
12.34,236,7.81,2013-12-28T13:00:00Z,2.31,998.1,5.24,4.15,0.68,MAC000002,0.325
12.13,230,7.78,2013-12-28T14:00:00Z,2.67,998.29,5.34,3.85,0.7,MAC000002,0.24400000000000005
12.86,221,7.39,2013-12-28T15:00:00Z,1.88,998.78,5.18,3.32,0.68,MAC000002,0.213
12.86,214,6.32,2013-12-28T16:00:00Z,1.86,999.35,4.33,2.67,0.73,MAC000002,0.46
12.36,210,5.79,2013-12-28T17:00:00Z,1.82,1000.11,3.96,2.35,0.76,MAC000002,1.224
11.18,215,5.27,2013-12-28T18:00:00Z,2.18,1000.88,3.63,2.05,0.8,MAC000002,0.99
13.02,242,4.97,2013-12-28T19:00:00Z,1.79,1001.79,4.97,1.29,0.8,MAC000002,1.6129998999999997
13.86,263,4.83,2013-12-28T20:00:00Z,2.09,1002.68,3.69,1.55,0.82,MAC000002,0.627
12.71,255,4.32,2013-12-28T21:00:00Z,1.94,1003.61,3.04,1.6,0.84,MAC000002,0.776
12.21,269,3.27,2013-12-28T22:00:00Z,1.46,1004.48,1.07,2.27,0.88,MAC000002,1
12.49,261,2.86,2013-12-28T23:00:00Z,1.4,1005.54,0.77,2.09,0.9,MAC000002,0.9410000000000001
11.68,271,2.69,2013-12-29T00:00:00Z,1.28,1006.49,0.36,2.3,0.9,MAC000002,0.911
13.12,255,2.38,2013-12-29T01:00:00Z,0.54,1007.25,0.06,2.23,0.88,MAC000002,0.667
11.2,248,1.91,2013-12-29T02:00:00Z,0.74,1008.19,-0.68,2.41,0.92,MAC000002,0.21600000000000003
11.84,245,1.13,2013-12-29T03:00:00Z,0,1009.04,-1.54,2.36,0.92,MAC000002,0.20700000000000002
14.18,253,1.47,2013-12-29T04:00:00Z,0.29,1010,-1.66,2.92,0.92,MAC000002,0.203
14.18,248,1.14,2013-12-29T05:00:00Z,-0.27,1010.92,-1.97,2.81,0.9,MAC000002,0.2
12.89,253,1.14,2013-12-29T06:00:00Z,-0.03,1011.9,-1.94,2.78,0.92,MAC000002,0.199
12.47,254,0.72,2013-12-29T07:00:00Z,-0.41,1012.74,-2.77,3.16,0.92,MAC000002,0.197
13.78,248,1.34,2013-12-29T08:00:00Z,0.16,1014.13,-2.36,3.6,0.92,MAC000002,0.195
14.18,253,1.5,2013-12-29T09:00:00Z,0.28,1015.38,-2.14,3.57,0.92,MAC000002,0.195
13.87,256,2.64,2013-12-29T10:00:00Z,0.84,1016.14,-0.77,3.6,0.88,MAC000002,0.197
14.18,251,4.59,2013-12-29T11:00:00Z,1.34,1016.62,1.36,4,0.79,MAC000002,0.44800000000000006
16.09,249,6.13,2013-12-29T12:00:00Z,1.77,1016.98,3.08,4.32,0.74,MAC000002,0.857
16.09,245,6.72,2013-12-29T13:00:00Z,1.71,1017.36,3.87,4.19,0.7,MAC000002,0.707
16.09,236,7.15,2013-12-29T14:00:00Z,1.31,1017.73,4.44,4.11,0.66,MAC000002,1.182
16.09,232,7,2013-12-29T15:00:00Z,1.77,1018.36,4.39,3.87,0.69,MAC000002,0.7390000000000001
16.09,216,5.4,2013-12-29T16:00:00Z,1.32,1019.09,3.21,2.7,0.75,MAC000002,0.532
16.09,194,4.69,2013-12-29T17:00:00Z,1.64,1019.09,2.22,2.88,0.81,MAC000002,0.873
14.56,194,5.02,2013-12-29T18:00:00Z,1.67,1019.11,2.55,2.97,0.79,MAC000002,0.885
14.97,191,5.23,2013-12-29T19:00:00Z,2.21,1018.95,2.39,3.59,0.81,MAC000002,1.647
14.89,190,5.46,2013-12-29T20:00:00Z,2.67,1018.68,2.6,3.7,0.82,MAC000002,0.917
13.02,188,5.66,2013-12-29T21:00:00Z,2.94,1018.17,2.59,4.14,0.83,MAC000002,0.93
13.86,194,6.28,2013-12-29T22:00:00Z,3.52,1017.77,2.95,4.95,0.82,MAC000002,0.937
12.63,198,7.56,2013-12-29T23:00:00Z,4.82,1017.17,4.28,5.63,0.83,MAC000002,0.946
12.59,192,8.07,2013-12-30T00:00:00Z,4.98,1016.7,4.82,5.93,0.81,MAC000002,0.887
12.25,191,8.21,2013-12-30T01:00:00Z,5.09,1015.66,4.88,6.27,0.81,MAC000002,0.265
12.3,192,8.74,2013-12-30T02:00:00Z,5.73,1014.87,5.33,6.97,0.81,MAC000002,0.21700000000000003
11.7,191,8.78,2013-12-30T03:00:00Z,6.19,1013.93,5.37,7.01,0.84,MAC000002,0.20900000000000002
9.3,192,9.09,2013-12-30T04:00:00Z,6.74,1012.83,5.66,7.36,0.85,MAC000002,0.199
9.75,194,9.26,2013-12-30T05:00:00Z,6.87,1012.06,5.73,7.9,0.85,MAC000002,0.198
10.81,197,9.28,2013-12-30T06:00:00Z,7.3,1010.95,5.67,8.3,0.87,MAC000002,0.197
11.86,194,10.14,2013-12-30T07:00:00Z,7.26,1010.06,10.14,8.64,0.82,MAC000002,0.197
10.57,192,10.18,2013-12-30T08:00:00Z,7.37,1009.17,10.18,9.02,0.83,MAC000002,0.23700000000000002
9.29,191,10.22,2013-12-30T09:00:00Z,7.77,1008.4,10.22,9.48,0.85,MAC000002,0.71
8.95,188,10.04,2013-12-30T10:00:00Z,7.69,1007.66,10.04,10.4,0.85,MAC000002,0.701
6.74,185,9.69,2013-12-30T11:00:00Z,7.73,1006.34,5.75,10.3,0.88,MAC000002,0.732
7.61,195,9.82,2013-12-30T12:00:00Z,7.76,1005.47,5.84,10.63,0.87,MAC000002,0.351
10.56,221,10.18,2013-12-30T13:00:00Z,8.04,1005.67,10.18,9.92,0.87,MAC000002,0.24400000000000002
12.13,245,9.79,2013-12-30T14:00:00Z,5.58,1007.08,6.14,9.05,0.75,MAC000002,0.329
12.13,242,9.22,2013-12-30T15:00:00Z,4.59,1008.8,5.89,7.13,0.73,MAC000002,0.5840000000000001
12.13,232,8.26,2013-12-30T16:00:00Z,4.43,1010.02,5.11,5.79,0.77,MAC000002,2.177
12.13,223,8.06,2013-12-30T17:00:00Z,4.32,1011.31,5.28,4.71,0.77,MAC000002,1.12
14.02,213,7.61,2013-12-30T18:00:00Z,4.48,1011.67,4.89,4.37,0.81,MAC000002,0.782
14.68,210,7.51,2013-12-30T19:00:00Z,4.91,1012.22,4.84,4.2,0.84,MAC000002,1.553
14.31,211,6.97,2013-12-30T20:00:00Z,4.52,1012.59,4.35,3.87,0.84,MAC000002,0.468
13.34,193,6.9,2013-12-30T21:00:00Z,4.81,1012.55,4.69,3.14,0.87,MAC000002,0.901
11.64,183,6.4,2013-12-30T22:00:00Z,4.43,1012.68,4.21,2.98,0.87,MAC000002,0.8780000000000001
11.46,170,6.82,2013-12-30T23:00:00Z,4.94,1012.35,4.62,3.1,0.88,MAC000002,0.8880000000000001
11.41,162,6.92,2013-12-31T00:00:00Z,5.43,1011.76,4.62,3.29,0.9,MAC000002,0.8940000000000001
11.57,161,7.5,2013-12-31T01:00:00Z,6.02,1010.82,5.19,3.52,0.9,MAC000002,0.31200000000000006
11.96,161,8.11,2013-12-31T02:00:00Z,6.31,1009.59,5.92,3.53,0.88,MAC000002,0.21900000000000003
12.26,161,8.72,2013-12-31T03:00:00Z,7.08,1008.74,6.14,4.63,0.89,MAC000002,0.21800000000000003
12.3,164,9.13,2013-12-31T04:00:00Z,6.8,1007.47,6.33,5.44,0.85,MAC000002,0.20800000000000002
12.34,154,9.08,2013-12-31T05:00:00Z,6.68,1005.97,6.24,5.54,0.85,MAC000002,0.201
9.91,162,8.68,2013-12-31T06:00:00Z,7.21,1004.8,5.53,6.11,0.9,MAC000002,0.2
11.27,178,9.74,2013-12-31T07:00:00Z,7.72,1003.82,6.71,6.69,0.87,MAC000002,0.201
11.72,186,10.07,2013-12-31T08:00:00Z,7.33,1003.25,10.07,6.77,0.83,MAC000002,0.198
11.64,188,10.24,2013-12-31T09:00:00Z,7.76,1002.86,10.24,7.17,0.85,MAC000002,0.259
12.13,177,10.32,2013-12-31T10:00:00Z,7.38,1002.3,10.32,7.23,0.82,MAC000002,1.001
11.91,183,10.36,2013-12-31T11:00:00Z,7.39,1001.72,10.36,7.84,0.82,MAC000002,0.622
8.95,210,10.36,2013-12-31T12:00:00Z,7.22,1001.53,10.36,6.5,0.81,MAC000002,0.23
10.54,226,8.14,2013-12-31T13:00:00Z,6.07,1001.68,5.57,4.32,0.87,MAC000002,0.62
11.09,215,7.48,2013-12-31T14:00:00Z,5.64,1001.72,5.38,3.17,0.88,MAC000002,1.034
11.07,207,7.02,2013-12-31T15:00:00Z,5.46,1002.05,4.51,3.68,0.9,MAC000002,0.841
12.6,204,6.86,2013-12-31T16:00:00Z,4.46,1002.36,4.23,3.83,0.85,MAC000002,0.747
13.89,198,6.47,2013-12-31T17:00:00Z,3.83,1002.53,3.87,3.65,0.83,MAC000002,0.47700000000000004
14.53,192,6.37,2013-12-31T18:00:00Z,3.36,1002.86,3.72,3.7,0.81,MAC000002,0.5589999999999999
15.47,193,6.26,2013-12-31T19:00:00Z,3.67,1002.85,3.46,3.9,0.83,MAC000002,1.233
14.39,193,5.77,2013-12-31T20:00:00Z,2.78,1003.11,2.92,3.79,0.81,MAC000002,0.7829999999999999
13.08,186,5.92,2013-12-31T21:00:00Z,2.93,1003.25,2.79,4.38,0.81,MAC000002,0.8580000000000001
13.24,191,6.54,2013-12-31T22:00:00Z,4.49,1002.8,3.32,4.9,0.87,MAC000002,0.9430000000000001
11.93,197,7.43,2013-12-31T23:00:00Z,5.37,1002.57,4.19,5.46,0.87,MAC000002,0.923
10.83,205,7.76,2014-01-01T00:00:00Z,5.01,1002.35,4.43,5.89,0.83,MAC000002,0.831
12.76,199,6.9,2014-01-01T01:00:00Z,3.98,1002.11,3.55,5.38,0.82,MAC000002,0.684
11.57,200,6.59,2014-01-01T02:00:00Z,4.84,1002.04,3.18,5.34,0.89,MAC000002,0.22300000000000003
9.98,194,6.76,2014-01-01T03:00:00Z,4.78,1001.72,3.98,4.07,0.87,MAC000002,0.21300000000000002
11.41,197,6.74,2014-01-01T04:00:00Z,5.1,1001.26,3.79,4.42,0.89,MAC000002,0.203
12.1,197,7.24,2014-01-01T05:00:00Z,5.54,1000.91,4.1,5.09,0.89,MAC000002,0.202
12.12,193,8.02,2014-01-01T06:00:00Z,5.98,1000.21,5.12,4.97,0.87,MAC000002,0.201
11.94,185,8.23,2014-01-01T07:00:00Z,6.08,999.47,5.12,5.65,0.86,MAC000002,0.2
11.81,182,8.73,2014-01-01T08:00:00Z,6.13,998.72,5.55,6.21,0.84,MAC000002,0.217
11.01,179,9.13,2014-01-01T09:00:00Z,6.16,997.82,5.8,7.05,0.82,MAC000002,0.681
10.3,176,8.73,2014-01-01T10:00:00Z,6.11,996.75,5,8.08,0.84,MAC000002,0.757
8.5,168,8.17,2014-01-01T11:00:00Z,5.69,994.89,4.05,8.93,0.84,MAC000002,0.746
7.4,164,8.24,2014-01-01T12:00:00Z,6.21,992.24,3.91,9.88,0.87,MAC000002,0.44900000000000007
5.25,168,8.74,2014-01-01T13:00:00Z,7.13,990.24,4.72,9.23,0.9,MAC000002,0.623
4.96,181,9.36,2014-01-01T14:00:00Z,8.21,988.77,5.57,9.11,0.93,MAC000002,0.815
6.73,186,9.96,2014-01-01T15:00:00Z,8.74,987.87,6.19,9.83,0.92,MAC000002,0.8550000000000001
7.47,188,10.41,2014-01-01T16:00:00Z,8.66,987.24,10.41,9.74,0.89,MAC000002,0.931
8.24,185,10.33,2014-01-01T17:00:00Z,8.59,986.27,10.33,9.2,0.89,MAC000002,0.6819999999999999
8.67,188,10.39,2014-01-01T18:00:00Z,8.32,985.53,10.39,9.58,0.87,MAC000002,0.9140000000000001
9.38,192,10.83,2014-01-01T19:00:00Z,8.78,984.89,10.83,8.67,0.87,MAC000002,1.531
10.53,195,11.34,2014-01-01T20:00:00Z,8.91,984.81,11.34,8.26,0.85,MAC000002,0.827
11.38,200,11.27,2014-01-01T21:00:00Z,8.31,984.69,11.27,7.81,0.82,MAC000002,0.865
12.2,195,10.43,2014-01-01T22:00:00Z,7.48,984.36,10.43,6.8,0.82,MAC000002,0.923
12.21,208,10.38,2014-01-01T23:00:00Z,8.12,984.47,10.38,7.25,0.86,MAC000002,0.9530000000000001
11.39,207,9.88,2014-01-02T00:00:00Z,7.61,984.91,6.85,6.77,0.86,MAC000002,0.7100000000000001
9.66,209,9.58,2014-01-02T01:00:00Z,7.02,985.11,6.77,5.83,0.84,MAC000002,0.233
12.07,211,9.23,2014-01-02T02:00:00Z,7.19,985.45,6.55,5.2,0.87,MAC000002,0.21800000000000003
11.3,209,8.88,2014-01-02T03:00:00Z,7.19,985.9,6.09,5.24,0.89,MAC000002,0.21800000000000003
11.49,243,8.74,2014-01-02T04:00:00Z,7.53,986.41,6.22,4.49,0.92,MAC000002,0.219
12.68,264,8.17,2014-01-02T05:00:00Z,6.31,988.02,5.01,5.74,0.88,MAC000002,0.20800000000000002
13.34,259,7.15,2014-01-02T06:00:00Z,5.01,989.91,3.75,5.68,0.86,MAC000002,0.202
13.81,247,7.02,2014-01-02T07:00:00Z,4.58,991.68,3.64,5.52,0.84,MAC000002,0.24400000000000002
13.21,241,6.54,2014-01-02T08:00:00Z,4.73,993.3,3.36,4.77,0.88,MAC000002,0.5940000000000001
13.52,232,6.63,2014-01-02T09:00:00Z,4.53,994.63,3.61,4.48,0.86,MAC000002,0.642
13.29,230,7.32,2014-01-02T10:00:00Z,4.97,995.91,4.34,4.79,0.85,MAC000002,0.474
13.87,228,8.73,2014-01-02T11:00:00Z,5.09,996.5,5.98,5.03,0.78,MAC000002,0.463
12.68,230,9.68,2014-01-02T12:00:00Z,5.06,996.8,7.03,5.43,0.73,MAC000002,0.5900000000000001
12.13,227,9.95,2014-01-02T13:00:00Z,5,997.06,7.24,5.81,0.71,MAC000002,0.7010000000000001
12.13,220,10.27,2014-01-02T14:00:00Z,4.58,997.46,10.27,5.31,0.68,MAC000002,0.701
12.13,212,9.73,2014-01-02T15:00:00Z,5.09,997.66,7.24,5.03,0.73,MAC000002,0.557
12.13,202,9.47,2014-01-02T16:00:00Z,5.48,997.95,6.97,4.9,0.76,MAC000002,0.76
12.23,198,9.03,2014-01-02T17:00:00Z,5.67,997.9,6.44,4.85,0.79,MAC000002,0.8640000000000001
11.04,192,8.64,2014-01-02T18:00:00Z,6.08,997.78,6.06,4.62,0.84,MAC000002,1.4969999999999999
12.09,184,9.12,2014-01-02T19:00:00Z,6.29,997.47,6.72,4.44,0.83,MAC000002,0.7170000000000001
11.64,188,9.46,2014-01-02T20:00:00Z,7.14,996.73,6.78,5.32,0.85,MAC000002,0.8260000000000001
12.59,186,9.87,2014-01-02T21:00:00Z,7.22,996.04,7.25,5.48,0.84,MAC000002,0.8220000000000001
12.63,180,10.35,2014-01-02T22:00:00Z,7.28,994.95,10.35,6.62,0.81,MAC000002,0.782
10.57,181,10.75,2014-01-02T23:00:00Z,7.71,993.81,10.75,7.42,0.82,MAC000002,0.79
6.65,181,9.92,2014-01-03T00:00:00Z,8.25,992.78,6.62,7.78,0.89,MAC000002,0.789
4.88,188,10.33,2014-01-03T01:00:00Z,8.79,991.67,10.33,8.41,0.9,MAC000002,0.683
7.69,206,10.49,2014-01-03T02:00:00Z,9.28,991.56,10.49,7.81,0.92,MAC000002,0.23900000000000002
12.3,215,10.39,2014-01-03T03:00:00Z,8.26,992.14,10.39,7.05,0.87,MAC000002,0.20700000000000002
10.7,215,9.96,2014-01-03T04:00:00Z,7.74,992.25,7.1,6.28,0.86,MAC000002,0.20600000000000002
10.11,214,9.87,2014-01-03T05:00:00Z,6.93,992.15,6.97,6.33,0.82,MAC000002,0.20500000000000002
10.19,208,9.91,2014-01-03T06:00:00Z,6.88,992.11,6.97,6.49,0.81,MAC000002,0.201
8.26,221,10.12,2014-01-03T07:00:00Z,7.47,991.86,10.12,8.56,0.84,MAC000002,0.2
11.56,230,8.54,2014-01-03T08:00:00Z,6.18,993.13,4.91,7.5,0.85,MAC000002,0.22300000000000003
13.04,219,7.74,2014-01-03T09:00:00Z,5.37,993.72,4.37,6.04,0.85,MAC000002,0.529
11.47,210,8.36,2014-01-03T10:00:00Z,5.16,994.33,4.86,6.91,0.8,MAC000002,0.5800000000000001
11.99,218,9.88,2014-01-03T11:00:00Z,6.01,994.45,6.67,7.44,0.77,MAC000002,0.323
11.86,215,10.14,2014-01-03T12:00:00Z,5.32,993.73,10.14,8.53,0.72,MAC000002,0.251
11.25,222,8.96,2014-01-03T13:00:00Z,4.61,993.98,5.07,8.94,0.74,MAC000002,0.223
11.44,225,7.93,2014-01-03T14:00:00Z,4.1,993.92,3.54,9.67,0.77,MAC000002,0.245
11.43,226,7.97,2014-01-03T15:00:00Z,3.32,994.45,3.84,8.69,0.72,MAC000002,0.23400000000000004
12.13,222,7.88,2014-01-03T16:00:00Z,2.62,994.62,3.83,8.31,0.69,MAC000002,0.28600000000000003
12.13,222,7.37,2014-01-03T17:00:00Z,2.38,995.36,3.29,7.87,0.71,MAC000002,0.29400000000000004
11.96,223,7.01,2014-01-03T18:00:00Z,2.63,996.46,2.83,7.84,0.74,MAC000002,0.79
12.13,219,7.04,2014-01-03T19:00:00Z,1.9,997.07,2.77,8.19,0.7,MAC000002,1.204
12.23,223,7.53,2014-01-03T20:00:00Z,2.14,997.74,3.11,9.34,0.69,MAC000002,0.8310000000000001
12.81,228,7.59,2014-01-03T21:00:00Z,1.56,998.88,3.11,9.6,0.66,MAC000002,0.891
12.44,228,7.63,2014-01-03T22:00:00Z,1.82,999.69,3.8,7.32,0.67,MAC000002,0.9580000000000001
11.75,222,7.71,2014-01-03T23:00:00Z,3.32,1000.17,4.12,6.63,0.74,MAC000002,0.922
12.94,221,8.29,2014-01-04T00:00:00Z,3.94,1000.5,4.85,6.66,0.74,MAC000002,0.909
12.99,214,8.56,2014-01-04T01:00:00Z,4.41,1000.47,5.47,5.83,0.75,MAC000002,0.42000000000000004
12.38,199,8.16,2014-01-04T02:00:00Z,4.53,999.92,5.39,4.74,0.78,MAC000002,0.21000000000000002
12.49,189,9.03,2014-01-04T03:00:00Z,5.62,999.03,6.61,4.43,0.79,MAC000002,0.20500000000000002
11.36,176,8.74,2014-01-04T04:00:00Z,5.82,997.77,5.86,5.43,0.82,MAC000002,0.202
11.14,167,8.17,2014-01-04T05:00:00Z,5.76,996.48,5.21,5.25,0.85,MAC000002,0.202
10.46,162,8.21,2014-01-04T06:00:00Z,6.28,994.73,4.91,6.16,0.88,MAC000002,0.2
8.85,176,8.81,2014-01-04T07:00:00Z,7.11,993.39,5.29,7.37,0.89,MAC000002,0.202
7.61,175,9.18,2014-01-04T08:00:00Z,7.18,992.66,5.74,7.51,0.87,MAC000002,0.20500000000000002
8.77,177,9.11,2014-01-04T09:00:00Z,6.71,991.77,5.67,7.43,0.85,MAC000002,0.208
10.19,180,9.24,2014-01-04T10:00:00Z,6.78,990.78,6.13,6.46,0.85,MAC000002,0.20500000000000002
8.13,182,9.58,2014-01-04T11:00:00Z,6.86,989.72,6.66,6.15,0.83,MAC000002,0.26
9.64,187,9.21,2014-01-04T12:00:00Z,7.18,988.76,5.96,6.89,0.87,MAC000002,0.823
9.96,209,9.11,2014-01-04T13:00:00Z,6.72,988.15,5.96,6.46,0.85,MAC000002,0.51
11.01,221,8.92,2014-01-04T14:00:00Z,6.19,988.31,6.06,5.46,0.83,MAC000002,0.234
11.43,248,7.54,2014-01-04T15:00:00Z,5.18,989.07,4.89,4.2,0.85,MAC000002,0.202
10.67,272,6.91,2014-01-04T16:00:00Z,4.62,990.35,4.28,3.85,0.85,MAC000002,1.146
11.3,280,6.32,2014-01-04T17:00:00Z,4.39,991.18,3.84,3.38,0.87,MAC000002,1.0110000000000001
12.25,249,6.31,2014-01-04T18:00:00Z,4.35,991.73,3.83,3.39,0.87,MAC000002,0.81
12.13,240,6.26,2014-01-04T19:00:00Z,4.18,992.9,3.65,3.58,0.87,MAC000002,3.2039999999999997
12.68,242,5.87,2014-01-04T20:00:00Z,3.75,994.05,2.98,3.92,0.86,MAC000002,2.1359999
13.34,237,5.18,2014-01-04T21:00:00Z,2.69,994.9,2.16,3.87,0.84,MAC000002,0.879
14.31,239,4.66,2014-01-04T22:00:00Z,2.69,995.76,1.66,3.63,0.87,MAC000002,0.871
14.31,236,4.06,2014-01-04T23:00:00Z,2.11,996.74,1.16,3.3,0.87,MAC000002,0.805
13.74,238,3.57,2014-01-05T00:00:00Z,2.01,997.76,0.99,2.75,0.89,MAC000002,0.8130000000000001
13.86,240,3.16,2014-01-05T01:00:00Z,1.56,998.35,0.66,2.57,0.89,MAC000002,0.448
12.44,238,2.92,2014-01-05T02:00:00Z,0.98,999.21,0.62,2.3,0.87,MAC000002,0.21100000000000002
13.7,236,2.92,2014-01-05T03:00:00Z,0.95,1000.32,0.26,2.69,0.87,MAC000002,0.20500000000000002
13.6,233,2.54,2014-01-05T04:00:00Z,0.52,1000.55,-0.39,2.92,0.87,MAC000002,0.20400000000000001
14.31,229,2.12,2014-01-05T05:00:00Z,0.54,1001.25,-0.61,2.6,0.89,MAC000002,0.201
13.34,222,2.38,2014-01-05T06:00:00Z,0.84,1001.93,0.04,2.26,0.9,MAC000002,0.198
12.92,218,1.96,2014-01-05T07:00:00Z,0.45,1002.75,-0.54,2.33,0.9,MAC000002,0.20500000000000002
13.15,208,1.72,2014-01-05T08:00:00Z,0.44,1003.63,-0.88,2.41,0.91,MAC000002,0.518
12.62,207,2.67,2014-01-05T09:00:00Z,1.12,1003.98,0.28,2.35,0.9,MAC000002,1.393
13.42,197,4.03,2014-01-05T10:00:00Z,2.34,1003.85,1.53,2.76,0.89,MAC000002,0.556
13.99,181,5.33,2014-01-05T11:00:00Z,2.35,1003.37,2.8,3.15,0.81,MAC000002,0.273
14.53,185,6.87,2014-01-05T12:00:00Z,3.46,1002.82,4.06,4.19,0.79,MAC000002,0.258
12.86,188,7.33,2014-01-05T13:00:00Z,3.94,1002.84,4.47,4.52,0.79,MAC000002,0.22400000000000003
12.2,188,7.59,2014-01-05T14:00:00Z,4.52,1002.89,4.59,4.96,0.81,MAC000002,0.617
11.99,167,8.03,2014-01-05T15:00:00Z,5.21,1001.56,5.01,5.32,0.82,MAC000002,0.386
10.59,172,8.08,2014-01-05T16:00:00Z,5.34,1000.27,4.63,6.49,0.83,MAC000002,0.788
10.01,169,8.12,2014-01-05T17:00:00Z,5.66,998.97,4.19,8.1,0.84,MAC000002,0.8610000000000001
8.51,172,8.58,2014-01-05T18:00:00Z,6.34,998.02,4.73,8.35,0.86,MAC000002,0.883
